path,id,phrase,emotion
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_dodge_fear.wav,OAF,dodge,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_lore_fear.wav,OAF,lore,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_death_fear.wav,YAF,death,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_witch_happy.wav,OAF,witch,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_walk_neutral.wav,YAF,walk,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_wheat_angry.wav,YAF,wheat,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_rush_sad.wav,OAF,rush,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_cause_happy.wav,YAF,cause,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_base_sad.wav,OAF,base,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_take_angry.wav,OAF,take,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_room_neutral.wav,OAF,room,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_home_happy.wav,YAF,home,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_came_angry.wav,YAF,came,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_size_sad.wav,OAF,size,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_late_angry.wav,YAF,late,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_lore_fear.wav,YAF,lore,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_lid_angry.wav,YAF,lid,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_came_disgust.wav,OAF,came,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_witch_fear.wav,OAF,witch,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_wire_neutral.wav,OAF,wire,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_rat_sad.wav,OAF,rat,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sub_sad.wav,OAF,sub,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_shawl_neutral.wav,OAF,shawl,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_thin_angry.wav,YAF,thin,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_nice_neutral.wav,YAF,nice,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_thought_angry.wav,OAF,thought,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_mouse_happy.wav,YAF,mouse,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_gin_neutral.wav,YAF,gin,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_laud_angry.wav,YAF,laud,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_near_angry.wav,OAF,near,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_tell_happy.wav,YAF,tell,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_jug_sad.wav,YAF,jug,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_white_angry.wav,OAF,white,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_tape_sad.wav,OAF,tape,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_wag_angry.wav,OAF,wag,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_laud_fear.wav,OAF,laud,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_talk_sad.wav,OAF,talk,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_read_fear.wav,YAF,read,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_live_disgust.wav,OAF,live,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hire_happy.wav,YAF,hire,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_came_neutral.wav,YAF,came,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_vine_fear.wav,YAF,vine,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_doll_disgust.wav,YAF,doll,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_far_fear.wav,YAF,far,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_keg_angry.wav,YAF,keg,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_fall_disgust.wav,YAF,fall,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_kite_fear.wav,YAF,kite,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_join_sad.wav,YAF,join,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_beg_disgust.wav,OAF,beg,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_search_angry.wav,YAF,search,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_lose_angry.wav,OAF,lose,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_gaze_fear.wav,YAF,gaze,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_puff_neutral.wav,OAF,puff,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hurl_sad.wav,YAF,hurl,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_deep_neutral.wav,OAF,deep,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_love_angry.wav,YAF,love,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_south_sad.wav,OAF,south,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_boat_neutral.wav,YAF,boat,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_shirt_neutral.wav,YAF,shirt,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rain_fear.wav,YAF,rain,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_shout_neutral.wav,OAF,shout,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_nice_neutral.wav,OAF,nice,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_match_disgust.wav,YAF,match,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_wheat_fear.wav,YAF,wheat,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_check_happy.wav,OAF,check,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_goal_angry.wav,OAF,goal,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_ditch_fear.wav,OAF,ditch,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hit_angry.wav,YAF,hit,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_luck_happy.wav,YAF,luck,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_south_disgust.wav,YAF,south,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_size_happy.wav,YAF,size,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_chalk_angry.wav,YAF,chalk,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_time_sad.wav,YAF,time,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_size_neutral.wav,OAF,size,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_pearl_disgust.wav,YAF,pearl,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_nice_fear.wav,OAF,nice,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_road_neutral.wav,OAF,road,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_talk_fear.wav,OAF,talk,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_sail_disgust.wav,YAF,sail,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_tough_happy.wav,OAF,tough,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_time_neutral.wav,OAF,time,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_shack_happy.wav,OAF,shack,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_food_fear.wav,YAF,food,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pike_fear.wav,OAF,pike,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_room_angry.wav,OAF,room,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_should_happy.wav,YAF,should,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_wag_disgust.wav,OAF,wag,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_hash_fear.wav,OAF,hash,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sheep_fear.wav,OAF,sheep,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_deep_disgust.wav,OAF,deep,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_loaf_disgust.wav,OAF,loaf,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_half_neutral.wav,YAF,half,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pool_fear.wav,OAF,pool,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_fail_neutral.wav,YAF,fail,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_doll_happy.wav,YAF,doll,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_raid_sad.wav,OAF,raid,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_mop_happy.wav,YAF,mop,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_laud_neutral.wav,OAF,laud,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_dime_happy.wav,OAF,dime,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_cause_disgust.wav,OAF,cause,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_chat_neutral.wav,YAF,chat,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_team_happy.wav,YAF,team,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_hate_disgust.wav,OAF,hate,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_date_fear.wav,YAF,date,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_yearn_fear.wav,OAF,yearn,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_moon_disgust.wav,YAF,moon,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_keg_happy.wav,YAF,keg,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_germ_neutral.wav,YAF,germ,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_rough_angry.wav,OAF,rough,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_peg_sad.wav,YAF,peg,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_keg_sad.wav,YAF,keg,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_good_fear.wav,YAF,good,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_live_happy.wav,YAF,live,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_search_angry.wav,OAF,search,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_time_angry.wav,OAF,time,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_hurl_sad.wav,OAF,hurl,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_dead_angry.wav,OAF,dead,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_fat_sad.wav,OAF,fat,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_soap_fear.wav,YAF,soap,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_kick_neutral.wav,OAF,kick,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_back_sad.wav,YAF,back,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_shout_happy.wav,YAF,shout,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_such_neutral.wav,YAF,such,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_deep_neutral.wav,YAF,deep,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_raise_neutral.wav,YAF,raise,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sheep_disgust.wav,OAF,sheep,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_soup_angry.wav,YAF,soup,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_bite_angry.wav,OAF,bite,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_goose_fear.wav,YAF,goose,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_when_disgust.wav,OAF,when,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_goal_neutral.wav,OAF,goal,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_shack_fear.wav,OAF,shack,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_reach_fear.wav,YAF,reach,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_which_angry.wav,OAF,which,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_phone_fear.wav,OAF,phone,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rag_sad.wav,YAF,rag,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_fall_sad.wav,YAF,fall,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_wheat_angry.wav,OAF,wheat,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sour_happy.wav,OAF,sour,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_lid_angry.wav,OAF,lid,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_wag_happy.wav,OAF,wag,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_back_disgust.wav,YAF,back,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_chain_sad.wav,OAF,chain,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_goal_disgust.wav,OAF,goal,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_king_sad.wav,YAF,king,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_met_disgust.wav,OAF,met,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_ripe_disgust.wav,OAF,ripe,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_chat_sad.wav,YAF,chat,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_vine_angry.wav,OAF,vine,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_gun_angry.wav,OAF,gun,ANG
